Service,Path,Apps/Components
tokenDisplayService,src/services/tokenDisplayService.ts,"src/components/InlineTokenDisplay.tsx; src/components/TokenCard.tsx; src/components/UltimateTokenDisplay.tsx; src/components/UltimateTokenDisplayModal.tsx; src/locked/device-code-v8/dependencies/components/InlineTokenDisplay.tsx; src/locked/email-v8/dependencies/services/tokenDisplayService.ts; src/locked/email-v8/dependencies/services/unifiedTokenDisplayService.tsx; src/locked/email-v8/dependencies/v8/components/UserAuthenticationSuccessPageV8.tsx; src/locked/email-v8/dependencies/v8/services/tokenDisplayServiceV8.ts; src/locked/email-v8/manifest.json; src/locked/fido2-v8/dependencies/services/tokenDisplayService.ts; src/locked/fido2-v8/dependencies/services/unifiedTokenDisplayService.tsx; src/locked/fido2-v8/dependencies/v8/components/UserAuthenticationSuccessPageV8.tsx; src/locked/fido2-v8/dependencies/v8/services/tokenDisplayServiceV8.ts; src/locked/fido2-v8/dependencies/v8/services/unifiedMFASuccessPageServiceV8.tsx; src/locked/fido2-v8/manifest.json; src/locked/unified-flow-v8u/dependencies/components/InlineTokenDisplay.tsx; src/locked/unified-flow-v8u/dependencies/services/tokenDisplayService.ts; src/locked/unified-flow-v8u/dependencies/services/unifiedTokenDisplayService.tsx; src/locked/unified-flow-v8u/dependencies/v8/services/tokenDisplayServiceV8.ts; src/locked/unified-flow-v8u/dependencies/v8u/components/TokenDisplayV8U.tsx; src/locked/unified-flow-v8u/dependencies/v8u/components/UnifiedFlowSteps.tsx; src/locked/unified-flow-v8u/feature/v8u/components/UnifiedFlowSteps.tsx; src/locked/unified-flow-v8u/manifest.json; src/pages/ClientGenerator.tsx; src/services/tokenDisplayService.ts; src/services/unifiedTokenDisplayService.tsx; src/utils/testAppGeneratorTokenDisplay.ts; src/v8/components/UserAuthenticationSuccessPageV8.tsx; src/v8/flows/types/TOTPFlowV8.tsx; src/v8/services/tokenDisplayServiceV8.ts; src/v8/services/unifiedMFASuccessPageServiceV8.tsx; src/v8u/components/TokenDisplayV8U.tsx; src/v8u/components/UnifiedFlowSteps.tsx; src/v8u/flows/SpiffeSpireFlowV8U.tsx"
tokenExpirationService,src/services/tokenExpirationService.ts,"src/components/WorkerTokenDetectedBanner.tsx; src/components/WorkerTokenModal.tsx; src/components/WorkerTokenStatusLabel.tsx; src/locked/email-v8/dependencies/components/WorkerTokenDetectedBanner.tsx; src/locked/email-v8/dependencies/components/WorkerTokenModal.tsx; src/locked/email-v8/dependencies/services/commonImportsService.ts; src/locked/email-v8/dependencies/services/tokenExpirationService.ts; src/locked/email-v8/manifest.json; src/locked/fido2-v8/dependencies/components/WorkerTokenDetectedBanner.tsx; src/locked/fido2-v8/dependencies/components/WorkerTokenModal.tsx; src/locked/fido2-v8/dependencies/services/commonImportsService.ts; src/locked/fido2-v8/dependencies/services/tokenExpirationService.ts; src/locked/fido2-v8/manifest.json; src/pages/flows/KrogerGroceryStoreMFA.tsx; src/pages/flows/KrogerGroceryStoreMFA_New.tsx; src/pages/flows/PingOneMFAWorkflowLibraryV7.tsx; src/services/commonImportsService.ts; src/services/tokenExpirationService.ts"
tokenIntrospectionService,src/services/tokenIntrospectionService.ts,"archived/flows/v6/CIBAFlowV6.tsx; archived/flows/v6/ClientCredentialsFlowV6.tsx; archived/flows/v6/DeviceAuthorizationFlowV6.tsx; archived/flows/v6/OAuthAuthorizationCodeFlowV6.tsx; archived/flows/v6/OAuthAuthorizationCodeFlowV6_BROKEN.tsx; archived/flows/v6/OAuthImplicitFlowV6.tsx; archived/flows/v6/OIDCAuthorizationCodeFlowV6.tsx; archived/flows/v6/OIDCHybridFlowV6.tsx; archived/flows/v6/OIDCImplicitFlowV6_Full.tsx; archived/flows/v6/PingOnePARFlowV6_New.tsx; archived/flows/v6/RARFlowV6.tsx; archived/flows/v6/RARFlowV6_New.tsx; archived/v5-flows/ClientCredentialsFlowV5_New.tsx; archived/v5-flows/RARFlowV5.tsx; src/pages/flows/DeviceAuthorizationFlowV7.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7_2.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7_BACKUP_20251016_083921.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7_Hybrid.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7_PAR_Backup.tsx; src/services/tokenIntrospectionService.ts"
tokenManagementService,src/services/tokenManagementService.ts,"resources/data/semgrep-report.json; scripts/maintenance/fix-parsing-errors.js; scripts/maintenance/fix-services-syntax-errors.js; src/pages/flows/KrogerGroceryStoreMFA_New.tsx; src/pages/flows/TokenIntrospectionFlow.tsx; src/pages/flows/TokenManagementFlow.tsx; src/pages/flows/TokenRevocationFlow.tsx; src/services/tokenManagementService.ts"
tokenRefreshService,src/services/tokenRefreshService.ts,"resources/data/semgrep-report.json; scripts/maintenance/fix-services-syntax-errors.js; scripts/maintenance/fix-syntax-errors.js; src/hooks/useTokenRefresh.ts; src/services/serviceDiscoveryService.ts; src/services/tokenRefreshService.ts"
totpActivationService,src/services/totpActivationService.ts,"src/hooks/useTOTPActivation.ts; src/services/totpActivationService.ts"
uiSettingsService,src/services/uiSettingsService.tsx,"archived/flows/v6/OAuthAuthorizationCodeFlowV6_BROKEN.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7_BACKUP_20251016_083921.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7_PAR_Backup.tsx; src/services/pkceGenerationService.tsx; src/services/uiSettingsService.tsx"
unifiedFlowLayoutService,src/services/unifiedFlowLayoutService.ts,"src/services/unifiedFlowLayoutService.ts"
unifiedStorageManager,src/services/unifiedStorageManager.ts,"src/services/unifiedStorageManager.ts; src/services/workerTokenRepository.ts"
unifiedTokenDisplayService,src/services/unifiedTokenDisplayService.tsx,"archived/flows/v6/ClientCredentialsFlowV6.tsx; archived/flows/v6/JWTBearerTokenFlowV6.tsx; archived/flows/v6/OAuthAuthorizationCodeFlowV6.tsx; archived/flows/v6/OAuthAuthorizationCodeFlowV6_BROKEN.tsx; archived/flows/v6/OAuthImplicitFlowV6.tsx; archived/flows/v6/OIDCAuthorizationCodeFlowV6.tsx; archived/flows/v6/OIDCDeviceAuthorizationFlowV6.tsx; archived/flows/v6/OIDCHybridFlowV6.tsx; archived/flows/v6/OIDCImplicitFlowV6_Full.tsx; archived/flows/v6/PingOnePARFlowV6_New.tsx; archived/flows/v6/RARFlowV6.tsx; archived/flows/v6/RARFlowV6_New.tsx; archived/flows/v6/RedirectlessFlowV6_Real.tsx; src/locked/email-v8/dependencies/services/unifiedTokenDisplayService.tsx; src/locked/email-v8/dependencies/v8/components/WorkerTokenModalV8.tsx; src/locked/email-v8/dependencies/v8/components/WorkerTokenRequestModalV8.tsx; src/locked/email-v8/manifest.json; src/locked/fido2-v8/dependencies/services/unifiedTokenDisplayService.tsx; src/locked/fido2-v8/dependencies/v8/components/WorkerTokenModalV8.tsx; src/locked/fido2-v8/dependencies/v8/components/WorkerTokenRequestModalV8.tsx; src/locked/fido2-v8/manifest.json; src/locked/mfa-hub-v8/dependencies/v8/components/WorkerTokenModalV8.tsx; src/locked/unified-flow-v8u/dependencies/services/unifiedTokenDisplayService.tsx; src/locked/unified-flow-v8u/dependencies/v8/components/WorkerTokenModalV8.tsx; src/locked/unified-flow-v8u/dependencies/v8/components/WorkerTokenRequestModalV8.tsx; src/locked/unified-flow-v8u/manifest.json; src/pages/ApplicationGenerator.tsx; src/pages/PingOneAuthentication.tsx; src/pages/PingOneAuthenticationResult.tsx; src/pages/flows/AdvancedOAuthParametersDemoFlow.tsx; src/pages/flows/CIBAFlowV7.tsx; src/pages/flows/ClientCredentialsFlowV7_Complete.tsx; src/pages/flows/ImplicitFlowV7.tsx; src/pages/flows/JWTBearerTokenFlowV7.tsx; src/pages/flows/OAuth2ResourceOwnerPasswordFlow.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7_2.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7_BACKUP_20251016_083921.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7_Hybrid.tsx; src/pages/flows/OAuthAuthorizationCodeFlowV7_PAR_Backup.tsx; src/pages/flows/OAuthROPCFlowV7.tsx; src/pages/flows/OIDCHybridFlowV7.tsx; src/pages/flows/RARFlowV7.tsx; src/pages/flows/RedirectlessFlowV7_Real.tsx; src/pages/flows/SAMLBearerAssertionFlowV7.tsx; src/pages/flows/UserInfoFlow.tsx; src/pages/flows/WorkerTokenFlowV7.tsx; src/services/serviceDiscoveryService.ts; src/services/unifiedTokenDisplayService.tsx; src/v8/components/WorkerTokenModalV8.tsx; src/v8/components/WorkerTokenRequestModalV8.tsx"
unifiedWorkerTokenService,src/services/unifiedWorkerTokenService.ts,"MFA_HUB_UPDATES.md; TOKEN_STORAGE_ANALYSIS.md; UNIFIED_MFA_V8U_BUNDLE_README.md; debug-storage.html; src/services/unifiedWorkerTokenService.ts; src/services/unifiedWorkerTokenServiceV2.ts; src/services/workerTokenBackupService.ts; src/services/workerTokenRepository.ts; src/v8/components/WorkerTokenModalV8.tsx; src/v8/components/WorkerTokenSectionV8.tsx; src/v8/components/WorkerTokenStatusDisplayV8.tsx; src/v8/services/auth/__tests__/tokenGatewayV8.test.ts; src/v8/services/auth/tokenGatewayV8.ts; src/v8/services/comprehensiveTokenUIService.ts; src/v8/services/workerTokenCacheServiceV8.ts; src/v8/services/workerTokenServiceV8.ts; src/v8/services/workerTokenStatusServiceV8.ts; src/v8u/components/UnifiedFlowSteps.tsx; src/v8u/flows/UnifiedOAuthFlowV8U.tsx; src/v8u/pages/TokenMonitoringPage.tsx; src/v8u/services/enhancedStateManagement.ts; src/v8u/services/tokenMonitoringService.ts"
unifiedWorkerTokenServiceV2,src/services/unifiedWorkerTokenServiceV2.ts,"TOKEN_STORAGE_ANALYSIS.md; src/services/unifiedWorkerTokenServiceV2.ts"
unifiedWorkerTokenTypes,src/services/unifiedWorkerTokenTypes.ts,"src/services/unifiedWorkerTokenService.ts; src/services/unifiedWorkerTokenTypes.ts; src/v8/services/workerTokenServiceV8.ts; src/v8u/services/tokenMonitoringService.ts"
